epoch,train_box_loss,train_cls_loss,train_dfl_loss,metrics_precision,metrics_recall,metrics_mAP50,metrics_mAP50_95,val_box_loss,val_cls_loss,val_dfl_loss,lr_pg0,lr_pg1,lr_pg2
144,1.0666,0.86386,1.1532,0.82233,0.70038,0.80304,0.57434,0.94715,0.68881,1.0527,0.005281,0.005281,0.005281
145,1.0655,0.86214,1.1516,0.82435,0.69929,0.80342,0.57441,0.94654,0.68957,1.0522,0.005248,0.005248,0.005248
146,1.066,0.8612,1.1499,0.82591,0.69884,0.8036,0.57436,0.94622,0.69055,1.052,0.005215,0.005215,0.005215
147,1.0646,0.86083,1.1499,0.82213,0.7022,0.80316,0.57432,0.94683,0.69028,1.0525,0.005182,0.005182,0.005182
148,1.062,0.85911,1.1491,0.82258,0.70229,0.80383,0.57412,0.94653,0.68934,1.0527,0.005149,0.005149,0.005149
149,1.0626,0.86028,1.148,0.82634,0.69964,0.80407,0.57427,0.94575,0.68953,1.0521,0.005116,0.005116,0.005116
150,1.0637,0.86096,1.1508,0.82696,0.69938,0.80424,0.5742,0.946,0.68921,1.0527,0.005083,0.005083,0.005083
151,1.0622,0.85861,1.1489,0.82684,0.69905,0.80406,0.57434,0.94683,0.68869,1.0533,0.00505,0.00505,0.00505
152,1.0606,0.85654,1.1475,0.82867,0.69775,0.8042,0.57458,0.9464,0.6884,1.0526,0.005017,0.005017,0.005017
153,1.059,0.8554,1.1478,0.82562,0.70047,0.80493,0.57457,0.94569,0.68779,1.0523,0.004984,0.004984,0.004984
154,1.0582,0.85541,1.1476,0.82792,0.70045,0.80491,0.57467,0.9448,0.68746,1.0518,0.004951,0.004951,0.004951
155,1.0576,0.85384,1.1479,0.82984,0.70002,0.80517,0.57469,0.94416,0.68684,1.0515,0.004918,0.004918,0.004918
156,1.0566,0.85207,1.146,0.83268,0.69784,0.80477,0.57519,0.94378,0.68644,1.0514,0.004885,0.004885,0.004885
157,1.0585,0.85326,1.1454,0.83196,0.69826,0.80509,0.57588,0.94365,0.68591,1.0513,0.004852,0.004852,0.004852
158,1.0577,0.85263,1.1471,0.83588,0.69538,0.8051,0.57551,0.94262,0.68511,1.0505,0.004819,0.004819,0.004819
159,1.0549,0.84848,1.1451,0.83676,0.695,0.80487,0.57558,0.94277,0.68512,1.0508,0.004786,0.004786,0.004786
160,1.054,0.85031,1.1425,0.83037,0.70018,0.80499,0.57561,0.9424,0.68544,1.0506,0.004753,0.004753,0.004753
161,1.0549,0.84994,1.1441,0.83244,0.69708,0.80511,0.57606,0.94192,0.68521,1.0507,0.00472,0.00472,0.00472
162,1.0541,0.84803,1.143,0.82874,0.70138,0.80534,0.57623,0.94217,0.68496,1.0508,0.004687,0.004687,0.004687
163,1.0531,0.84913,1.1454,0.83253,0.69875,0.8057,0.57636,0.94169,0.68415,1.0508,0.004654,0.004654,0.004654
164,1.0507,0.84607,1.1433,0.82542,0.70424,0.80566,0.5767,0.94107,0.68344,1.0509,0.004621,0.004621,0.004621
165,1.0513,0.84573,1.1426,0.82199,0.70747,0.80614,0.57674,0.94077,0.68292,1.0509,0.004588,0.004588,0.004588
166,1.0532,0.84484,1.1419,0.82196,0.7082,0.80572,0.57661,0.94068,0.68167,1.0509,0.004555,0.004555,0.004555
167,1.0493,0.84465,1.1414,0.82164,0.70747,0.8053,0.57717,0.94143,0.68182,1.0511,0.004522,0.004522,0.004522
168,1.0497,0.84333,1.1412,0.82207,0.70765,0.80521,0.5772,0.94179,0.68148,1.0509,0.004489,0.004489,0.004489
169,1.0498,0.84091,1.1404,0.8218,0.7082,0.80546,0.57681,0.94123,0.68124,1.0508,0.004456,0.004456,0.004456
170,1.0484,0.84406,1.1426,0.82543,0.7064,0.80617,0.57743,0.94161,0.68182,1.0509,0.004423,0.004423,0.004423
171,1.047,0.83972,1.1412,0.82645,0.7052,0.80613,0.57752,0.94182,0.68252,1.051,0.00439,0.00439,0.00439
