epoch,train_box_loss,train_cls_loss,train_dfl_loss,metrics_precision,metrics_recall,metrics_mAP50,metrics_mAP50_95,val_box_loss,val_cls_loss,val_dfl_loss,lr_pg0,lr_pg1,lr_pg2
89,1.1985,1.0183,1.2253,0.7991,0.65022,0.75107,0.51595,1.0561,0.80467,1.116,0.008064,0.008064,0.008064
90,1.1998,1.0211,1.2256,0.79975,0.64976,0.75156,0.5165,1.0559,0.80425,1.1159,0.008042,0.008042,0.008042
91,1.1957,1.0184,1.224,0.79868,0.65085,0.75115,0.51637,1.0537,0.80428,1.1151,0.00802,0.00802,0.00802
92,1.1953,1.0194,1.2238,0.79768,0.65131,0.75113,0.51652,1.0537,0.80376,1.1154,0.007998,0.007998,0.007998
93,1.1946,1.0196,1.2257,0.79777,0.65204,0.75184,0.51655,1.0545,0.80464,1.1156,0.007976,0.007976,0.007976
94,1.1927,1.0182,1.2222,0.79983,0.65106,0.7521,0.51635,1.0539,0.804,1.1153,0.007954,0.007954,0.007954
95,1.1953,1.0199,1.2239,0.80088,0.6495,0.75187,0.51629,1.0543,0.80465,1.1152,0.007932,0.007932,0.007932
96,1.196,1.0171,1.222,0.80167,0.64985,0.75194,0.51626,1.0542,0.80395,1.1151,0.00791,0.00791,0.00791
97,1.1936,1.0136,1.2211,0.79956,0.65058,0.75226,0.51631,1.0534,0.80393,1.1144,0.007888,0.007888,0.007888
98,1.1928,1.0121,1.2212,0.79907,0.65113,0.75286,0.5163,1.0541,0.80385,1.1147,0.007866,0.007866,0.007866
99,1.1957,1.0156,1.2221,0.80152,0.6494,0.7524,0.51635,1.0528,0.80225,1.1141,0.007844,0.007844,0.007844
100,1.1948,1.017,1.224,0.8015,0.65004,0.75278,0.5168,1.0519,0.80177,1.1136,0.007822,0.007822,0.007822
101,1.1971,1.0165,1.225,0.80122,0.65167,0.75325,0.51684,1.0514,0.80155,1.1132,0.0078,0.0078,0.0078
102,1.1936,1.0134,1.2235,0.79994,0.65224,0.75296,0.51724,1.0514,0.80095,1.1133,0.007778,0.007778,0.007778
103,1.1928,1.0142,1.2232,0.80103,0.65204,0.75353,0.51751,1.0507,0.7999,1.1132,0.007756,0.007756,0.007756
104,1.1957,1.016,1.2225,0.79646,0.65494,0.75308,0.51777,1.0509,0.79809,1.1138,0.007734,0.007734,0.007734
105,1.1907,1.0128,1.2203,0.79837,0.65431,0.75367,0.51758,1.0502,0.79801,1.1135,0.007712,0.007712,0.007712
106,1.1941,1.0141,1.2227,0.80123,0.65204,0.75335,0.51792,1.0499,0.79745,1.1132,0.00769,0.00769,0.00769
107,1.1946,1.0127,1.2208,0.80332,0.65104,0.75326,0.51796,1.0505,0.79752,1.1135,0.007668,0.007668,0.007668
108,1.1913,1.0114,1.2196,0.80564,0.6498,0.75345,0.51828,1.0501,0.79698,1.1132,0.007646,0.007646,0.007646
109,1.1919,1.0077,1.2207,0.80715,0.64958,0.75357,0.51879,1.0499,0.79657,1.1132,0.007624,0.007624,0.007624
110,1.1921,1.0109,1.2197,0.80356,0.65203,0.75404,0.51856,1.0497,0.79656,1.1129,0.007602,0.007602,0.007602
111,1.1886,1.0097,1.22,0.80531,0.65004,0.75423,0.51854,1.0494,0.79605,1.1124,0.00758,0.00758,0.00758
112,1.1887,1.0104,1.2204,0.80661,0.64995,0.75389,0.51823,1.0498,0.79616,1.1127,0.007558,0.007558,0.007558
113,1.19,1.0107,1.2195,0.80458,0.65058,0.75363,0.51809,1.0496,0.79627,1.1126,0.007536,0.007536,0.007536
114,1.1922,1.0123,1.2221,0.80444,0.65113,0.75362,0.5185,1.0503,0.79609,1.1133,0.007514,0.007514,0.007514
115,1.1904,1.0098,1.2209,0.80359,0.65285,0.75387,0.51848,1.0508,0.79577,1.1142,0.007492,0.007492,0.007492
116,1.1898,1.0077,1.2176,0.80272,0.65266,0.75339,0.51881,1.0511,0.79515,1.1138,0.00747,0.00747,0.00747
117,1.1866,1.0083,1.2175,0.80216,0.65385,0.75363,0.51898,1.0515,0.79723,1.1137,0.007448,0.007448,0.007448
118,1.1872,1.0071,1.2167,0.80044,0.65467,0.75398,0.51892,1.0516,0.79695,1.1135,0.007426,0.007426,0.007426
119,1.1892,1.0083,1.2201,0.80244,0.65517,0.75419,0.51912,1.0523,0.79662,1.1135,0.007404,0.007404,0.007404
120,1.1874,1.0072,1.2176,0.7996,0.65522,0.7541,0.51906,1.0529,0.79931,1.1133,0.007382,0.007382,0.007382
121,1.189,1.0094,1.2187,0.80156,0.6534,0.75441,0.51916,1.0523,0.79839,1.113,0.00736,0.00736,0.00736
122,1.1854,1.0055,1.2162,0.8001,0.65213,0.75403,0.51917,1.0519,0.79815,1.1124,0.007338,0.007338,0.007338
123,1.1848,1.0076,1.2158,0.80165,0.65185,0.75411,0.51927,1.0516,0.79796,1.1123,0.007316,0.007316,0.007316
124,1.1855,1.0041,1.2159,0.80048,0.65304,0.754,0.51924,1.0528,0.7981,1.1128,0.007294,0.007294,0.007294
125,1.1838,1.0045,1.2162,0.80486,0.6504,0.75406,0.51946,1.051,0.79683,1.1117,0.007272,0.007272,0.007272
126,1.1867,1.0071,1.217,0.8021,0.6523,0.75428,0.51971,1.0521,0.79692,1.1126,0.00725,0.00725,0.00725
127,1.1867,1.0047,1.2164,0.79992,0.6544,0.75492,0.51982,1.0521,0.7964,1.1125,0.007228,0.007228,0.007228
128,1.185,1.0029,1.2158,0.79872,0.65549,0.75551,0.52005,1.052,0.79698,1.1124,0.007206,0.007206,0.007206
129,1.1846,1.004,1.2161,0.79912,0.65505,0.75538,0.52046,1.0512,0.79601,1.1114,0.007184,0.007184,0.007184
130,1.1829,1.0052,1.217,0.79902,0.6554,0.7554,0.52026,1.0515,0.79368,1.1108,0.007162,0.007162,0.007162
131,1.1828,1.0012,1.2143,0.79444,0.65711,0.75554,0.52042,1.0517,0.79287,1.1111,0.00714,0.00714,0.00714
132,1.1823,1.003,1.2161,0.79594,0.65753,0.75588,0.52102,1.0517,0.79286,1.1109,0.007118,0.007118,0.007118
133,1.1801,1.0005,1.2134,0.79815,0.65767,0.75709,0.52137,1.0517,0.79201,1.1108,0.007096,0.007096,0.007096
134,1.1805,1.0027,1.2153,0.79847,0.65712,0.75688,0.52143,1.0514,0.79175,1.1103,0.007074,0.007074,0.007074
135,1.1848,1.0015,1.2155,0.79762,0.6574,0.75688,0.52125,1.0502,0.7925,1.1095,0.007052,0.007052,0.007052
136,1.1832,1.0013,1.2167,0.80254,0.65585,0.75715,0.5214,1.0495,0.79277,1.1096,0.00703,0.00703,0.00703
137,1.1818,1.0034,1.2168,0.7988,0.65808,0.75721,0.5216,1.049,0.79187,1.1096,0.007008,0.007008,0.007008
138,1.1837,1.0017,1.2144,0.79785,0.65785,0.75639,0.52161,1.049,0.79216,1.1098,0.006986,0.006986,0.006986
139,1.1803,0.99996,1.2143,0.80079,0.6564,0.7566,0.5214,1.0498,0.7923,1.11,0.006964,0.006964,0.006964
